"word","freq"
"it all the time",23
"a matter of time",23
"i have a few",23
"and they don t",23
"forward to meeting you",23
"s been too long",23
"on the bright side",22
"the best day of",22
"us know if we",22
"been a long time",22
"but i won t",22
"i can help you",22
"i have a new",22
"i thought that was",22
"i was able to",22
"you like to see",22
"fell in love with",22
"i can t say",22
"m looking for a",22
"where can i find",22
"but you don t",22
"has a lot of",22
"is supposed to be",22
"it s the last",22
"what happens when you",22
"won t have to",22
"can t help it",22
"m going to try",22
"are you doing to",22
"first time in a",22
"for your chance to",22
"everyone has a great",22
"to get back on",22
"go to the gym",22
"a friend of mine",22
"are looking for a",22
"to get in the",22
"i wonder if i",22
"me feel like i",22
"a good idea to",22
"fill in the blank",22
"i m not saying",22
"out of the way",22
"i just met you",22
"but i m going",22
"in the name of",22
"happy to see you",22
"they are going to",22
"why do i have",22
"be one of those",21
"i really can t",21
"there should be a",21
"day of the year",21
"do not want to",21
"i m at work",21
"it s supposed to",21
"the top of my",21
"there is only one",21
"doesn t look like",21
"right now it s",21
"supposed to be a",21
"to all the moms",21
"we can help you",21
"what would you like",21
"i m just not",21
"ve been waiting for",21
"where are you going",21
"a few weeks ago",21
"just me or is",21
"me i can t",21
"the death of me",21
"who you are and",21
"you and me both",21
"you don t care",21
"asked me if i",21
"check out my new",21
"i know the feeling",21
"the back of the",21
"this is a great",21
"to say that i",21
"a great day for",21
"what i can do",21
"you were going to",21
"don t think he",21
"forward to a great",21
"need to get my",21
"of my favorite things",21
"i ll be the",21
"i still haven t",21
"i thought it would",21
"it s official i",21
"m so excited for",21
"for the rt s",21
"we re glad you",21
"to all my followers",21
"ve been trying to",21
"i m gonna make",21
"brought to you by",21
"cant wait for the",21
"just don t get",21
"you know what that",21
"and you can t",21
"i will tell you",21
"to go on a",21
"to work with you",21
"you follow me please",21
"excited to have you",21
"s what she said",21
"the fuck out of",21
"have a great one",21
"to hear about your",21
"you might want to",21
"didn t make it",21
"you have an amazing",21
"going to make a",20
"i m thankful for",20
"i ve ever heard",20
"in the morning and",20
"is the only thing",20
"looking for a new",20
"what i want to",20
"been on here in",20
"i do what i",20
"is a good day",20
"come up with a",20
"don t judge me",20
"i will follow back",20
"in front of a",20
"know what i mean",20
"re going to have",20
"rest of the world",20
"t know what you",20
"thank you for a",20
"don t do that",20
"for the follow have",20
"from all of us",20
"i still love you",20
"thanks for coming to",20
"the best in the",20
"can t believe how",20
"i hate when my",20
"i m just saying",20
"i think you are",20
"just don t understand",20
"m not sure if",20
"no one wants to",20
"you to all of",20
"d love to have",20
"don t try to",20
"hope you have an",20
"as far as i",20
"by the way i",20
"i got a new",20
"i know what i",20
"thanks for letting us",20
"have a crush on",20
"life is like a",20
"me i follow back",20
"you didn t have",20
"glad you had a",20
"i don t hate",20
"i know right i",20
"we had a blast",20
"don t get to",20
"i know i can",20
"i will be back",20
"in front of my",20
"to do with it",20
"you can get a",20
"happy th of july",20
"i need to make",20
"it has been a",20
"looking for a good",20
"t been on twitter",20
"i am so proud",20
"i m following you",20
"thanks for all of",20
"thanks for the feedback",20
"wait to get my",20
"have a wonderful weekend",20
"i got to see",20
"i ll have a",20
"what i was thinking",20
"a member of the",20
"m trying to get",20
"the side of the",20
"i could go to",20
"this is the best",20
"all i know is",20
"how was your day",20
"in a few minutes",20
"you can t do",20
"we re in the",19
"when i m in",19
"will be a great",19
"have to worry about",19
"be part of the",19
"that s awesome i",18
"so happy to be",18
"good luck with your",18
"i would have to",18
"to win a free",18
"want to be the",18
"you going to do",18
"i can go to",18
"need to get on",17
"if you get a",17
"is there a way",17
"you think i m",17
"to make a difference",17
"am so proud of",17
"so proud of my",17
"is one of those",17
"wish i was at",16
"to say i m",16
"ready to go home",15
"that s the best",15
"have to check it",15
"i was wondering if",15
"hate it when i",15
"you to all the",14
"we ll be back",14
"the middle of a",14
"in the process of",14
"i know i have",14
"i feel your pain",14
"i m so ready",14
"we ll miss you",14
"today was a good",13
"have a safe trip",13
"like i don t",13
"we don t want",13
"you can t wait",13
"a great weekend everyone",13
"how old are you",13
"it s so hard",13
"wish i didn t",13
"i think i can",13
"know if you re",13
"taking the time to",13
"excited to see the",13
"i m interested in",13
"know it s a",13
"s a good one",13
"be sure to follow",13
"it s a shame",13
"t miss out on",13
"so you don t",13
"thank u so much",13
"to see all the",13
"and i m just",13
"it has to be",13
"have an amazing day",13
"t know how i",13
"to come back to",13
"we don t know",13
"i haven t even",13
"the next few weeks",13
"that i have to",13
"would be nice to",13
"just got off the",12
"so i m not",12
"t wait for this",12
"that i m going",12
"to see you too",12
"too much to ask",12
"what is the best",12
"you know how to",12
"can u follow me",12
"know when you re",12
"there is so much",12
"happy birthday hope you",12
"is more important than",12
"to check out our",12
"for those of you",12
"going to the gym",12
"if you are not",12
"t think i can",12
"i want to make",12
"did you think of",12
"hope you re enjoying",12
"i love the way",12
"rt if you have",12
"would love to be",12
"be a good one",12
"that s one of",12
"s why i m",12
"happy to have you",12
"hope you all have",12
"i just saw the",12
"in new york city",12
"sure to stop by",12
"t get enough of",12
"you give me a",12
"am i going to",12
"but you have to",12
"i am looking forward",12
"i hope you had",12
"in front of you",12
"person in the world",12
"really don t know",12
"what does that mean",12
"does anyone have a",12
"i didn t do",12
"may the th be",12
"th be with you",12
"the th be with",12
"hope your day is",12
"you think you re",12
"hope you like it",12
"i need to talk",12
"next time you re",12
"don t like to",12
"the difference between a",12
"we are looking forward",12
"we will have to",12
"you so so so",12
"for following me on",12
"if it doesn t",12
"in the world and",12
"so glad to hear",12
"the same without you",12
"that s the way",12
"be the first to",12
"is going to have",12
"to go home and",12
"i think this is",12
"they re going to",12
"was so much fun",12
"i hope you feel",12
"didn t get the",11
"for the follow love",11
"give a shout out",11
"had a dream that",11
"i can t watch",11
"tell me what you",11
"you know you are",11
"i ll make sure",11
"i m gonna get",11
"m going to start",11
"red cross auto update",11
"thanks for following i",11
"wait to go to",11
"who wants to go",11
"a good time to",11
"but we don t",11
"do you have an",11
"i d be happy",11
"i ll dm you",11
"i wish i knew",11
"it s not my",11
"never too late to",11
"of the united states",11
"thing i ve ever",11
"those who don t",11
"a great time in",11
"are you trying to",11
"days in a row",11
"for following me i",11
"i have nothing to",11
"on a daily basis",11
"send me an email",11
"you re the one",11
"and i need to",11
"i hope you get",11
"i m sorry to",11
"isn t that the",11
"thank you to our",11
"can t believe the",11
"i am so happy",11
"in the history of",11
"thanks for the reminder",11
"time i see you",11
"i hope to see",11
"i miss you guys",11
"if u want to",11
"is a great way",11
"know i m a",11
"t wait to start",11
"the best place to",11
"what a great day",11
"don t want it",11
"getting ready to head",11
"i love this song",11
"if you need any",11
"is so much better",11
"t know if you",11
"this is a good",11
"would love to get",11
"for all the support",11
"so sorry to hear",11
"so that i can",11
"the fact that you",11
"what makes you beautiful",11
"when i can t",11
"i m not doing",11
"the crap out of",11
"what s on your",11
"why didn t you",11
"wish there was a",11
"before i go to",11
"i thought we were",11
"is it possible to",11
"is looking forward to",11
"not be able to",11
"so i can see",11
"at least i m",11
"for the ff mention",11
"i ll be able",11
"it can t be",11
"somebody that i used",11
"t get me wrong",11
"time of the year",11
"when you re in",11
"don t know me",11
"i can t think",11
"i go to the",11
"one of the few",11
"teach me how to",11
"today can t wait",11
"when i m not",11
"a while since i",11
"i ll keep you",11
"i m sure we",11
"on top of the",11
"all the time but",11
"on the side of",11
"on the way home",11
"what do you have",11
"who doesn t love",11
"do you call a",11
"i still need to",11
"it feels good to",11
"its gonna be a",11
"thanks looking forward to",11
"get out of my",11
"i feel sorry for",11
"i need someone to",11
"with the rest of",11
"you know you can",11
"and you ll be",11
"every single one of",11
"i ll have another",11
"looks like it s",11
"on a friday night",11
"stop by and see",11
"thanks for being a",11
"all our new followers",11
"don t know but",11
"hope you can make",11
"i will try to",11
"please tell me you",11
"so happy to see",11
"to all our new",11
"you and this is",11
"i was thinking the",11
"i will see you",11
"in the morning i",11
"less than an hour",11
"thanks for checking in",11
"that i need to",11
"this is the most",11
"to me i m",11
"to say the least",11
"anyone know of a",11
"follow me back please",11
"hope u have a",11
"looking forward to getting",11
"please i love you",11
"t wait to have",11
"take the time to",11
"the world would be",11
"time to get some",11
"but i want to",11
"first time i ve",11
"happy th birthday to",11
"have one of those",11
"i love you but",11
"it s so good",11
"it would be nice",11
"let us know when",11
"think i have a",11
"a big thank you",10
"didn t have a",10
"dm me your email",10
"fact of the day",10
"going to be one",10
"great day to be",10
"i feel like it",10
"i have no clue",10
"i hope that you",10
"i m sure he",10
"in the words of",10
"let s just say",10
"looking forward to reading",10
"make the most of",10
"people in my life",10
"that i ve been",10
"want to go home",10
"was great to see",10
"we can make it",10
"what you think of",10
"with a bunch of",10
"won t be the",10
"a bunch of people",10
"a good place to",10
"a great time with",10
"all i do is",10
"all you have to",10
"don t get why",10
"if you think you",10
"im so proud of",10
"just signed up for",10
"mothers day to my",10
"my wife and i",10
"really don t wanna",10
"t wait to share",10
"t want to do",10
"to do it again",10
"want to make a",10
"what i get for",10
"you for following us",10
"how many times i",10
"i couldn t agree",10
"i honestly don t",10
"i know that s",10
"if you had to",10
"looking for a job",10
"that i m a",10
"that i want to",10
"that was a good",10
"to spread the word",10
"what s the difference",10
"you get when you",10
"be the death of",10
"birthday hope you have",10
"enjoy the rest of",10
"for coming out to",10
"for this year s",10
"i am so sorry",10
"i hope all is",10
"i just had a",10
"i know how to",10
"i m glad it",10
"i may or may",10
"is my new favorite",10
"know i don t",10
"not sure how i",10
"rt thank you for",10
"that we don t",10
"the only person who",10
"the place to be",10
"the way to go",10
"to thank you for",10
"what should i do",10
"wish i was a",10
"and happy new year",10
"can i have a",10
"can t get a",10
"for taking the time",10
"for the rt have",10
"good luck on your",10
"have a nice day",10
"i cant wait for",10
"i m a bit",10
"i remember when i",10
"in the world i",10
"ll be in the",10
"look forward to it",10
"so happy to have",10
"sometimes i wish i",10
"t that the truth",10
"the exact same thing",10
"was a lot of",10
"will always love you",10
"you feel better soon",10
"and check it out",10
"didn t go to",10
"doing the same thing",10
"don t act like",10
"for the next hours",10
"i have a question",10
"love to hear your",10
"on the east side",10
"one of my best",10
"to be working with",10
"to change the world",10
"to see if you",10
"we will be closed",10
"you really want to",10
"you will have to",10
"and most oral care",10
"be able to go",10
"for the sake of",10
"going to be great",10
"have to do it",10
"i m one of",10
"i really appreciate it",10
"m going to the",10
"most oral care products",10
"stay tuned for details",10
"to get you to",10
"to say thank you",10
"to take me to",10
"toothbrush express offers great",10
"all i want for",10
"can t tell if",10
"have a safe and",10
"i can tell you",10
"i ve got to",10
"is having a great",10
"now that i ve",10
"once upon a time",10
"rt this if you",10
"thank you for everything",10
"well i don t",10
"will you be there",10
"a cup of coffee",10
"a smile on my",10
"and a lot of",10
"but i m pretty",10
"counting down the days",10
"going to be there",10
"hit me up if",10
"i think we re",10
"rt if you think",10
"talk to you about",10
"to find a way",10
"you for the retweet",10
"as good as the",10
"but now i m",10
"do you feel about",10
"don t know you",10
"don t like me",10
"follow me so i",10
"having a good day",10
"i am looking for",10
"i d have to",10
"i m not ready",10
"i m willing to",10
"i was talking about",10
"is such a good",10
"let s keep it",10
"ll keep you posted",10
"m the only one",10
"the best thing about",10
"thx for the rt",10
"to see you and",10
"to work on my",10
"want to go back",10
"as long as the",10
"be back in the",10
"but i like it",10
"go back to school",10
"haven t had a",10
"i don t follow",10
"i m sure they",10
"it was great meeting",10
"should be a great",10
"thanks for the follows",10
"why am i so",10
"you know what would",10
"a couple of weeks",10
"as much as you",10
"get in touch with",10
"i m so bored",10
"i ve been watching",10
"in the midst of",10
"it wouldn t be",10
"mi run with nike",10
"out of my head",10
"run with nike gps",10
"t be afraid to",10
"talked to you in",10
"that i have a",10
"the fuck are you",10
"the way you are",10
"wait for the next",10
"all the time i",10
"and i couldn t",10
"been there done that",10
"even if it s",10
"give me a shout",10
"hey what s up",10
"i just realized i",10
"i look like a",10
"i wish there was",10
"it wasn t for",10
"it would have been",10
"m going to make",10
"new year s resolution",10
"t have to wait",10
"that s for sure",10
"the sun is shining",10
"time to hit the",10
"to all the mothers",10
"when was the last",10
"you in a few",10
"and i m so",10
"be interesting to see",10
"big thank you to",10
"hope you enjoy the",10
"i don t watch",10
"i ve decided to",10
"like i need to",10
"pretty sure i m",10
"s supposed to be",10
"still don t have",10
"thanks for your help",10
"want to see you",10
"we re giving away",10
"we want to hear",10
"where are you from",10
"does it take to",10
"for me it s",10
"going on in the",10
"i m not at",10
"if you need to",10
"it s never too",10
"it s too late",10
"it was going to",10
"like i m in",10
"need to get back",10
"now that i m",10
"s time to get",10
"soon as i get",10
"sorry for the delay",10
"t be the same",10
"want you to know",10
"a waste of time",10
"all have a great",10
"are your plans for",10
"are your thoughts on",10
"big shout out to",10
"come check us out",10
"do the same thing",10
"i m not that",10
"i will always love",10
"if you followed me",10
"if you live in",10
"let s go to",10
"love you so so",10
"would love to know",10
"do you know of",10
"i didn t say",10
"i had to get",10
"keep an eye on",10
"let s catch up",10
"look forward to the",10
"me know how it",10
"such a beautiful day",10
"to be honest i",10
"who is your favorite",10
"do you guys think",10
"hard for me to",10
"hi how are you",10
"hope it s a",10
"i had a blast",10
"if you want me",10
"it thanks for the",10
"new year to you",10
"re having a good",10
"t been on here",10
"the wild things are",10
"there s nothing like",10
"to follow me on",10
"to listen to the",10
"what the fuck is",10
"wish you the best",10
"you know how i",10
"a lot of time",10
"and i m on",10
"but at least i",10
"don t even care",10
"had a dream about",10
"it is not a",10
"ll be back in",10
"need to get out",10
"of the day is",10
"omg i can t",10
"s exactly what i",10
"that s exactly what",10
"the first time ever",10
"the same way i",10
"to the next one",10
"what do you like",10
"will keep you posted",10
"would love it if",10
"all i have to",10
"be there for you",10
"do you think i",10
"don t think they",10
"have you been to",10
"hey i just met",10
"i just realized that",10
"i know i ve",10
"i will follow you",10
"i wish i were",10
"if you ever need",10
"it was good to",10
"just around the corner",10
"m sure you ll",10
"rt looking forward to",10
"that i haven t",10
"to everyone that came",10
"trying to get my",10
"everything happens for a",10
"get rid of the",10
"going to be amazing",10
"got back from the",10
"happens for a reason",10
"haven t tweeted in",10
"i have a friend",10
"i m all for",10
"i m really not",10
"if you need me",10
"of course i m",10
"s going on in",10
"the only reason i",10
"there is a lot",10
"when are you going",10
"at the bottom of",10
"but that doesn t",10
"even though it s",10
"glad i got to",10
"have nothing to do",10
"i think i may",10
"in a while i",10
"it s always a",10
"me know if i",10
"t wait for you",10
"thanks for joining us",10
"you ain t got",10
"be able to make",10
"follow me im a",10
"for the record i",10
"getting a lot of",10
"i didn t like",10
"i was thinking of",10
"im a big fan",10
"just trying to get",10
"m going to get",10
"oh my gosh i",10
"please follow me im",10
"trying to get a",10
"we ll see what",10
"when i was younger",10
"good luck with that",10
"get to see you",9
"having a hard time",9
"hope you re well",9
"i m excited for",9
"can t wait i",8
"good to meet you",8
"i think it would",8
"it was a pleasure",8
"such thing as a",8
"to connect with you",8
"why can t you",8
"you just made my",8
"a way to get",7
"first day of spring",7
"for the th time",7
"have to deal with",7
"how are you i",7
"how did it go",7
"i am on the",7
"i m sure the",7
"i think i d",7
"if it s a",7
"is not going to",7
"it s crazy how",7
"it s just the",7
"it s on my",7
"m in the mood",7
"really don t care",7
"rt have a great",7
"something to do with",7
"sorry for the late",7
"sorry for your loss",7
"to make up for",7
"you can t go",7
