"word","freq"
"s get it",34
"think that s",34
"and will be",34
"is a very",34
"is the worst",34
"to check it",34
"everyone had a",34
"there s always",34
"see you guys",34
"do you need",33
"i said i",33
"m in love",33
"that i ve",33
"to start a",33
"wish you were",33
"a great job",33
"in my house",33
"it just me",33
"a big fan",33
"in case you",33
"you were a",33
"how have you",33
"you d be",33
"talking to you",33
"thought i d",33
"to stop by",33
"how many people",33
"i can go",33
"a trip to",33
"to the new",33
"much i love",33
"can t say",33
"if you know",33
"be the first",33
"see you all",32
"i ll make",32
"the point of",32
"m in a",32
"in less than",32
"it to you",32
"new york city",32
"of the month",32
"see you tomorrow",32
"to make you",32
"i just can",32
"but he s",32
"to the world",32
"where did you",32
"listen to the",32
"i dont want",32
"it must be",32
"in a couple",32
"while i m",32
"and i know",32
"hey thanks for",32
"a few years",32
"you like the",32
"need to talk",32
"but now i",32
"to find the",32
"have to take",32
"you make it",32
"need to find",32
"can t i",32
"t give a",32
"i may be",32
"would be nice",32
"that s it",32
"to be home",32
"a few minutes",32
"today is a",32
"will try to",32
"only one who",32
"to get ready",32
"like you re",31
"to know that",31
"don t ever",31
"no it s",31
"out of bed",31
"what am i",31
"if it is",31
"wants to be",31
"is trying to",31
"m so glad",31
"on to the",31
"sure to check",31
"to try to",31
"means a lot",31
"thanks again for",31
"they want to",31
"the art of",31
"call me maybe",31
"more of a",31
"do i get",31
"who are you",31
"i got it",31
"to hear the",31
"you should have",31
"how much you",31
"for a chance",31
"it is so",31
"of my friends",31
"see if i",31
"to help you",31
"when i saw",31
"only thing i",31
"wish me luck",31
"we look forward",31
"the heads up",31
"t get a",31
"this isn t",31
"excited about the",31
"hope you enjoy",31
"seems like a",31
"it was good",31
"to your tweets",31
"for me and",31
"in the sun",31
"if you would",31
"me on the",31
"yeah that s",31
"i m up",31
"going to take",31
"you look like",31
"and it is",30
"its time to",30
"to live in",30
"is the day",30
"out of it",30
"to get into",30
"i mean i",30
"it s your",30
"today is my",30
"headed to the",30
"like a great",30
"that moment when",30
"you do it",30
"i bet you",30
"are on the",30
"in the am",30
"who s going",30
"if u want",30
"what s a",30
"starts at pm",30
"was trying to",30
"you are my",30
"here at the",30
"t get the",30
"do it again",30
"for the heads",30
"to go see",30
"how is it",30
"me i will",30
"a good way",30
"check them out",30
"to follow you",30
"s do this",30
"what i can",30
"i think of",25
"just got home",23
"on the couch",23
"to connect with",22
"going on in",22
"at the top",21
"s all i",21
"at least you",21
"i was wondering",21
"just a few",21
"meant to be",20
"if you had",20
"where can i",20
"you think i",20
"i might have",20
"st patrick s",20
"i get the",20
"it don t",20
"to get me",20
"because of the",20
"to be honest",20
"s how i",20
"big thanks to",19
"rest of my",19
"this week s",19
"so i don",19
"you ll never",19
"i m hoping",19
"i have some",19
"i m following",19
"if you get",19
"can make a",19
"in time for",19
"you make me",19
"re in the",19
"have a few",19
"at some point",19
"can be a",19
"just let me",19
"up all night",19
"take a nap",19
"i thought that",18
"we miss you",18
"back to school",18
"and we are",18
"it s one",18
"how r u",18
"haha i m",18
"i think its",18
"dont want to",18
"have a blessed",18
"i really hope",18
"the next few",18
"you will never",18
"you love me",18
"still trying to",18
"to win the",18
"a very good",18
"front of the",18
"ll be a",18
"cause i m",18
"it if you",18
"the next one",18
"i m only",18
"have a feeling",18
"doesn t know",18
"like a man",18
"he can t",17
"what is this",17
"part of it",17
"working on my",17
"it would mean",17
"you and the",17
"ain t no",17
"you for a",17
"is a lot",17
"not sure how",17
"good luck on",17
"you live in",17
"my last tweet",17
"that makes me",17
"will have a",17
"to see him",17
"not that i",17
"it is to",17
"think it is",17
"when you see",17
"out the new",17
"say hi to",17
"the bottom of",17
"to get this",17
"she is a",17
"t get any",17
"didn t do",17
"think of the",17
"what s on",17
"talk about it",17
"good morning everyone",17
"have you tried",17
"let s hope",17
"i get my",17
"with me and",17
"i say i",17
"feel the same",17
"coming back to",17
"for a little",17
"know what that",17
"about to be",17
"hope everyone is",17
"i saw the",17
"game of thrones",17
"if you wanna",17
"m not even",17
"to worry about",16
"up in a",16
"a pic of",16
"he was a",16
"told me i",16
"time of year",16
"all i need",16
"have a safe",16
"keep an eye",16
"lot of fun",16
"on the planet",16
"what they want",16
"don t say",16
"thanks for a",16
"thanks for making",16
"the best in",16
"get a chance",16
"and for the",16
"follow back please",16
"thanks i m",16
"don t follow",16
"its going to",16
"that sounds like",16
"u follow me",16
"come out to",16
"t know about",16
"you enjoyed the",16
"big fan of",16
"if there s",16
"so glad to",16
"looking at the",16
"doesn t get",16
"its gonna be",16
"out to my",16
"start the day",16
"the fuck up",16
"thing i ve",16
"catch up on",16
"friday the th",16
"i have one",16
"t believe it",16
"any of my",16
"spreading the word",16
"i was the",16
"it was an",16
"up in my",16
"and lots of",16
"time to start",16
"when do you",16
"great meeting you",16
"this morning i",16
"have to work",16
"if there is",16
"doesn t want",16
"is that i",16
"if you d",16
"great time at",16
"know that you",16
"ok i m",16
"we re gonna",16
"all of them",16
"can t imagine",16
"game of the",16
"i m coming",16
"t like it",16
"you already know",16
"even if it",16
"going to miss",16
"it s over",16
"to be here",16
"are you still",16
"after a long",16
"all my friends",16
"right now but",16
"to try and",16
"i m jealous",16
"people need to",16
"s kind of",16
"even if you",16
"is the last",16
"me i ll",16
"people who are",16
"a great one",16
"good thing i",16
"rt i think",16
"and he s",16
"but at least",16
"long as you",16
"for those who",16
"hey i m",16
"in a week",16
"on the list",16
"in las vegas",16
"you got a",16
"to be happy",16
"i m sick",16
"s just a",16
"know how much",16
"the smell of",16
"how you feel",16
"i find it",16
"in the kitchen",16
"will be missed",16
"are you at",15
"know you are",15
"me right now",15
"no one can",15
"thanks to and",15
"try to be",15
"was such a",15
"are trying to",15
"if they re",15
"no one is",15
"where s my",15
"you ll get",15
"do you guys",15
"is making me",15
"guess it s",15
"i believe in",15
"too late to",15
"we all know",15
"we hope to",15
"i dont have",15
"i m proud",15
"same to you",15
"and you will",15
"great to hear",15
"it s that",15
"let me get",15
"m so sorry",15
"to be with",15
"can t tell",15
"hate when i",15
"is starting to",15
"yeah i know",15
"going to a",15
"s what s",15
"the most important",15
"and i thought",15
"get a free",15
"couldn t agree",15
"so far i",15
"t agree more",15
"would you do",15
"just in time",15
"so ready for",15
"the sound of",15
"so don t",15
"to for the",15
"but i was",15
"this is so",15
"well it s",15
"for the past",15
"the sun is",15
"this weekend i",15
"be the most",15
"i knew you",15
"the same as",15
"to see this",15
"and listen to",15
"but can t",15
"down the street",15
"thing to do",15
"we won t",15
"in high school",15
"looking for an",15
"on the back",15
"why didn t",15
"but i like",15
"i get home",15
"there are a",15
"and there s",15
"i hope they",15
"i m off",15
"ready for some",15
"ready to start",15
"see you again",15
"stop by the",15
"to be done",15
"to give me",15
"up at am",15
"for the tweet",15
"here we come",15
"want to talk",15
"a great idea",15
"a really good",15
"m on my",15
"only thing that",15
"as i am",15
"but this is",15
"don t work",15
"i can tell",15
"to be my",15
"you coming to",15
"not so much",15
"off to a",15
"a little more",15
"day of my",15
"i m saying",15
"may be a",15
"next time you",15
"s not the",15
"take advantage of",15
"to do in",15
"love me some",15
"one day i",15
"up at the",15
"in the room",15
"it s better",15
"my new favorite",15
"you are having",15
"come out and",15
"know that i",15
"more and more",15
"back to sleep",15
"he has a",15
"live in a",15
"see you next",15
"shouldn t have",15
"to see all",15
"where you at",15
"have to make",15
"i saw that",15
"the state of",15
"you still have",15
"it s more",15
"think i just",15
"how do we",15
"m ready for",15
"were going to",15
"had to go",15
"having a good",15
"last night it",15
"at in the",15
"do you mean",15
"i can make",15
"i guess that",15
"love the new",15
"just realized i",15
"s a lot",15
"tonight i m",15
"and you are",15
"give a fuck",15
"i can only",15
"i shouldn t",15
"so i could",15
"the kind words",15
"to work in",15
"up and running",15
"a happy birthday",15
"our new followers",15
"part of my",15
"way too much",15
"what you mean",15
"happy for you",15
"m so happy",15
"what i was",15
"been a while",15
"hear from you",15
"still in the",15
"that i love",15
"then i m",15
"to write a",15
"at pm on",15
"been a long",15
"i will follow",15
"life is good",15
"but i guess",15
"can t remember",15
"do you get",15
"right now and",15
"told me to",15
"happy to see",15
"i did it",15
"is killing me",15
"tell you how",15
"this morning and",15
"what it s",15
"you are an",15
"couldn t be",15
"send you a",15
"the super bowl",15
"what do i",15
"you for all",15
"i ll tell",15
"are you gonna",15
"at least one",15
"it s crazy",15
"something to do",15
"the future of",15
"they aren t",15
"just because you",8
"a great place",7
"you want me",7
"and we can",6
"change the world",6
"due to the",6
"for tonight s",6
"i can find",6
"it s worth",6
"please do not",6
"agree with you",5
"do not want",5
"find a way",5
"from now on",5
"give it to",5
"go to my",5
"happy birthday i",5
"have fun with",5
"i am on",5
"i tried to",5
"it as a",5
"join us at",5
"me why i",5
"merry christmas to",5
"note to self",5
"now off to",5
"so i have",5
"t make me",5
"that he s",5
"the only time",5
"was supposed to",5
"a hard time",4
"and i hope",4
"any of the",4
"anyone have a",4
"are with you",4
"away from me",4
"be a fun",4
"been able to",4
"bring on the",4
"can go to",4
"christmas to all",4
"day on the",4
"doesn t look",4
"down for a",4
"for a second",4
"for all you",4
"for the week",4
"get on the",4
"gonna have to",4
"got to see",4
"great place to",4
"happy easter everyone",4
"has the most",4
"have a big",4
"he wasn t",4
"how s the",4
"i am working",4
"i feel bad",4
"i go back",4
"i keep thinking",4
"i m more",4
"i m never",4
"i miss u",4
"i wanna do",4
"in my mouth",4
"is a bad",4
"is always a",4
"is coming up",4
"is exactly what",4
"it s cool",4
"it s nice",4
"keep in touch",4
"life is a",4
"m on a",4
"m so tired",4
"much to do",4
"my thoughts are",4
"my year old",4
"need to come",4
"needs to get",4
"not want to",4
"oh yeah i",4
"on that one",4
"on the right",4
"place to be",4
"rest of your",4
"see what happens",4
"so much we",4
"t tell me",4
"thank god i",4
"thank you everyone",4
"thank you rt",4
"that it was",4
"the awkward moment",4
"the best part",4
"the last few",4
"the most of",4
"there a way",4
"they won t",4
"think of a",4
"this saturday at",4
"this week i",4
"thoughts are with",4
"time it was",4
"time to be",4
"to an end",4
"to be over",4
"to do and",4
"to let me",4
"to new york",4
"to the end",4
"was the first",4
"we can make",4
"why it s",4
"will be open",4
"will check it",4
"work on the",4
"would like a",4
"you all for",4
"you had to",4
"you think it",4
"you will have",4
